Vente_ID,Date_ID,Date,Client_ID,Produit_ID,Commercial_ID,Ville_ID,Quantite,Prix_Unitaire,Montant_Vente,Cout_Total,Benefice,Montant_Paye,Creance,Mode_Paiement
V00948,20250218,2025-02-18,CL013,PR006,COM004,VIL005,2,750.0,1176.0,753.0,423.0,1117.0,59.0,Mobile Money
V00443,20250218,2025-02-18,CL018,PR007,COM007,VIL007,1,1830.0,1345.0,838.0,507.0,1278.0,67.0,Virement
V00670,20250218,2025-02-18,CL020,PR004,COM001,VIL008,6,7120.0,23026.0,18207.0,4819.0,23026.0,0.0,Espèces
V00414,20250218,2025-02-18,CL016,PR002,COM005,VIL006,1,15480.0,11833.0,9364.0,2469.0,7691.0,4142.0,Crédit
V01358,20250219,2025-02-19,CL016,PR004,COM003,VIL006,3,7340.0,16832.0,12727.0,4105.0,8416.0,8416.0,Crédit
V00604,20250219,2025-02-19,CL003,PR010,COM004,VIL001,3,3100.0,12304.0,9367.0,2937.0,12304.0,0.0,Espèces
V01342,20250219,2025-02-19,CL015,PR007,COM008,VIL006,2,1760.0,2691.0,1865.0,826.0,2153.0,538.0,Crédit
V00823,20250219,2025-02-19,CL007,PR009,COM006,VIL002,6,2180.0,14100.0,9702.0,4398.0,14100.0,0.0,Mobile Money
V00682,20250220,2025-02-20,CL005,PR001,COM007,VIL002,2,18410.0,39692.0,29839.0,9853.0,39692.0,0.0,Crédit
V00721,20250220,2025-02-20,CL019,PR010,COM003,VIL008,8,3090.0,13324.0,9659.0,3665.0,13324.0,0.0,Virement
V01445,20250220,2025-02-20,CL017,PR012,COM003,VIL007,2,2800.0,4116.0,2896.0,1220.0,3293.0,823.0,Crédit
V00462,20250221,2025-02-21,CL020,PR015,COM005,VIL008,12,990.0,6403.0,4204.0,2199.0,6403.0,0.0,Crédit
V01187,20250221,2025-02-21,CL005,PR004,COM007,VIL002,2,7440.0,16041.0,11836.0,4205.0,16041.0,0.0,Mobile Money
V00241,20250221,2025-02-21,CL009,PR004,COM003,VIL003,20,7690.0,143188.0,104458.0,38730.0,143188.0,0.0,Virement
V00329,20250221,2025-02-21,CL013,PR006,COM008,VIL005,5,760.0,2979.0,1842.0,1137.0,2979.0,0.0,Mobile Money
V00118,20250221,2025-02-21,CL011,PR010,COM005,VIL004,8,3310.0,23355.0,16440.0,6915.0,11678.0,11677.0,Crédit
V00306,20250221,2025-02-21,CL001,PR004,COM007,VIL001,1,7470.0,9883.0,7501.0,2382.0,7906.0,1977.0,Crédit
V00620,20250221,2025-02-21,CL015,PR002,COM001,VIL006,30,15230.0,349254.0,263259.0,85995.0,349254.0,0.0,Mobile Money
V01090,20250221,2025-02-21,CL007,PR015,COM007,VIL002,2,990.0,2134.0,1423.0,711.0,2134.0,0.0,Virement
V00769,20250221,2025-02-21,CL003,PR013,COM006,VIL001,8,2520.0,26672.0,17993.0,8679.0,26672.0,0.0,Espèces
V00100,20250221,2025-02-21,CL015,PR005,COM006,VIL006,2,1710.0,2614.0,1880.0,734.0,2614.0,0.0,Espèces
V00528,20250222,2025-02-22,CL020,PR002,COM001,VIL008,2,15080.0,16256.0,13206.0,3050.0,10566.0,5690.0,Crédit
V00834,20250222,2025-02-22,CL017,PR010,COM008,VIL007,5,3210.0,11797.0,8820.0,2977.0,11797.0,0.0,Mobile Money
V01063,20250222,2025-02-22,CL014,PR010,COM007,VIL005,2,3220.0,5049.0,3685.0,1364.0,5049.0,0.0,Espèces
V00408,20250222,2025-02-22,CL004,PR010,COM007,VIL001,3,3400.0,13495.0,9168.0,4327.0,13495.0,0.0,Mobile Money
V00924,20250222,2025-02-22,CL017,PR007,COM002,VIL007,20,1880.0,27636.0,17493.0,10143.0,27636.0,0.0,Espèces
V00256,20250222,2025-02-22,CL007,PR003,COM005,VIL002,12,17130.0,221594.0,171014.0,50580.0,177275.0,44319.0,Crédit
V00975,20250223,2025-02-23,CL003,PR002,COM001,VIL001,1,15390.0,20361.0,15625.0,4736.0,20361.0,0.0,Espèces
V00522,20250223,2025-02-23,CL014,PR005,COM004,VIL005,15,1640.0,19286.0,14700.0,4586.0,9643.0,9643.0,Crédit
V00752,20250223,2025-02-23,CL012,PR012,COM004,VIL004,5,2760.0,12172.0,8600.0,3572.0,4260.0,7912.0,Crédit
V00938,20250224,2025-02-24,CL014,PR008,COM001,VIL005,8,910.0,5708.0,3889.0,1819.0,5708.0,0.0,Virement
V00457,20250224,2025-02-24,CL011,PR012,COM002,VIL004,25,2880.0,63504.0,41674.0,21830.0,63504.0,0.0,Espèces
V01104,20250224,2025-02-24,CL012,PR001,COM004,VIL004,3,17670.0,46755.0,36674.0,10081.0,37404.0,9351.0,Crédit
V00182,20250225,2025-02-25,CL001,PR003,COM002,VIL001,3,17210.0,68306.0,53343.0,14963.0,44399.0,23907.0,Crédit
V00390,20250225,2025-02-25,CL009,PR011,COM004,VIL003,3,1140.0,3184.0,2234.0,950.0,2547.0,637.0,Crédit
V00357,20250225,2025-02-25,CL008,PR001,COM007,VIL003,6,17930.0,100157.0,77925.0,22232.0,100157.0,0.0,Mobile Money
V01481,20250225,2025-02-25,CL015,PR008,COM005,VIL006,5,880.0,3363.0,2331.0,1032.0,2690.0,673.0,Crédit
V00273,20250225,2025-02-25,CL008,PR010,COM002,VIL003,8,3160.0,23536.0,17577.0,5959.0,23536.0,0.0,Espèces
V01046,20250226,2025-02-26,CL008,PR001,COM008,VIL003,3,17610.0,49185.0,38795.0,10390.0,49185.0,0.0,Virement
V01406,20250226,2025-02-26,CL018,PR014,COM002,VIL007,6,1500.0,6615.0,4454.0,2161.0,4300.0,2315.0,Crédit
V00533,20250226,2025-02-26,CL002,PR001,COM003,VIL001,5,17210.0,113844.0,93536.0,20308.0,113844.0,0.0,Espèces
V00536,20250226,2025-02-26,CL017,PR002,COM002,VIL007,12,14930.0,131683.0,101342.0,30341.0,131683.0,0.0,Virement
V00884,20250226,2025-02-26,CL008,PR007,COM004,VIL003,5,1900.0,8844.0,5679.0,3165.0,3095.0,5749.0,Crédit
V00961,20250226,2025-02-26,CL007,PR015,COM008,VIL002,3,970.0,3137.0,2070.0,1067.0,3137.0,0.0,Virement
V01229,20250226,2025-02-26,CL012,PR006,COM004,VIL004,6,730.0,3863.0,2487.0,1376.0,2511.0,1352.0,Crédit
V00058,20250226,2025-02-26,CL016,PR003,COM007,VIL006,2,18300.0,27977.0,20302.0,7675.0,22382.0,5595.0,Crédit
V00937,20250227,2025-02-27,CL013,PR008,COM004,VIL005,4,970.0,3042.0,1913.0,1129.0,3042.0,0.0,Virement
V00847,20250227,2025-02-27,CL007,PR012,COM004,VIL002,10,2720.0,29322.0,21344.0,7978.0,23458.0,5864.0,Crédit
V00750,20250227,2025-02-27,CL009,PR014,COM005,VIL003,3,1490.0,4162.0,2681.0,1481.0,4162.0,0.0,Virement
V00287,20250228,2025-02-28,CL004,PR002,COM005,VIL001,8,15630.0,165428.0,123304.0,42124.0,165428.0,0.0,Espèces
V00083,20250228,2025-02-28,CL011,PR005,COM002,VIL004,8,1770.0,12489.0,8679.0,3810.0,12489.0,0.0,Espèces
V00178,20250228,2025-02-28,CL009,PR005,COM005,VIL003,4,1660.0,6182.0,4618.0,1564.0,6182.0,0.0,Mobile Money
V01487,20250301,2025-03-01,CL015,PR009,COM008,VIL006,10,2190.0,17082.0,11934.0,5148.0,17082.0,0.0,Espèces
V01076,20250301,2025-03-01,CL007,PR001,COM005,VIL002,4,18350.0,80740.0,62392.0,18348.0,80740.0,0.0,Mobile Money
V00467,20250302,2025-03-02,CL008,PR009,COM002,VIL003,6,2220.0,12654.0,8835.0,3819.0,12654.0,0.0,Espèces
V00168,20250302,2025-03-02,CL014,PR005,COM002,VIL005,2,1680.0,2688.0,2096.0,592.0,2150.0,538.0,Crédit
V00623,20250302,2025-03-02,CL012,PR005,COM005,VIL004,5,1690.0,7605.0,5490.0,2115.0,7605.0,0.0,Crédit
V01078,20250302,2025-03-02,CL010,PR010,COM008,VIL004,6,3090.0,16686.0,12690.0,3996.0,16686.0,0.0,Mobile Money
V00187,20250302,2025-03-02,CL009,PR012,COM008,VIL003,10,2780.0,26410.0,18050.0,8360.0,26410.0,0.0,Virement
V00532,20250302,2025-03-02,CL004,PR002,COM007,VIL001,1,15400.0,20790.0,15687.0,5103.0,16632.0,4158.0,Crédit
V00041,20250302,2025-03-02,CL010,PR006,COM005,VIL004,4,750.0,2700.0,1692.0,1008.0,2160.0,540.0,Crédit
V00350,20250302,2025-03-02,CL004,PR012,COM008,VIL001,4,2760.0,14904.0,10314.0,4590.0,9688.0,5216.0,Crédit
V00703,20250303,2025-03-03,CL001,PR004,COM007,VIL001,6,7590.0,61479.0,44388.0,17091.0,49183.0,12296.0,Crédit
V00685,20250303,2025-03-03,CL013,PR015,COM007,VIL005,2,1030.0,1648.0,1040.0,608.0,1648.0,0.0,Espèces
V00704,20250304,2025-03-04,CL007,PR014,COM006,VIL002,8,1510.0,13288.0,8448.0,4840.0,13288.0,0.0,Mobile Money
V01433,20250304,2025-03-04,CL004,PR014,COM003,VIL001,12,1510.0,24462.0,16200.0,8262.0,12231.0,12231.0,Crédit
V01193,20250304,2025-03-04,CL019,PR012,COM008,VIL008,6,2800.0,9240.0,6303.0,2937.0,9240.0,0.0,Espèces
V00262,20250304,2025-03-04,CL009,PR008,COM007,VIL003,8,900.0,6840.0,4940.0,1900.0,6840.0,0.0,Mobile Money
V01032,20250305,2025-03-05,CL017,PR008,COM008,VIL007,4,880.0,2640.0,1830.0,810.0,2640.0,0.0,Espèces
V00259,20250305,2025-03-05,CL012,PR009,COM004,VIL004,6,2220.0,11988.0,8100.0,3888.0,7792.0,4196.0,Crédit
V00908,20250305,2025-03-05,CL015,PR015,COM007,VIL006,15,1000.0,11700.0,7371.0,4329.0,7605.0,4095.0,Crédit
V00411,20250305,2025-03-05,CL002,PR002,COM008,VIL001,8,16310.0,176148.0,131760.0,44388.0,114496.0,61652.0,Crédit
V00544,20250305,2025-03-05,CL015,PR012,COM005,VIL006,3,2910.0,6809.0,4657.0,2152.0,6809.0,0.0,Espèces
V00761,20250306,2025-03-06,CL001,PR003,COM008,VIL001,40,17670.0,954180.0,717120.0,237060.0,954180.0,0.0,Virement
V01405,20250306,2025-03-06,CL014,PR004,COM002,VIL005,5,7360.0,29440.0,21800.0,7640.0,29440.0,0.0,Espèces
V00230,20250306,2025-03-06,CL003,PR013,COM006,VIL001,5,2430.0,16402.0,11880.0,4522.0,16402.0,0.0,Espèces
V01174,20250306,2025-03-06,CL004,PR006,COM006,VIL001,3,770.0,3118.0,1904.0,1214.0,2494.0,624.0,Crédit
V00661,20250306,2025-03-06,CL017,PR009,COM004,VIL007,3,2210.0,4972.0,3465.0,1507.0,2486.0,2486.0,Crédit
V00392,20250307,2025-03-07,CL005,PR008,COM005,VIL002,8,910.0,8008.0,5544.0,2464.0,6406.0,1602.0,Crédit
V00251,20250307,2025-03-07,CL019,PR006,COM001,VIL008,30,720.0,11880.0,7920.0,3960.0,9504.0,2376.0,Crédit
V00349,20250307,2025-03-07,CL011,PR002,COM002,VIL004,10,15860.0,142740.0,101070.0,41670.0,142740.0,0.0,Virement
V00635,20250308,2025-03-08,CL009,PR015,COM006,VIL003,6,1010.0,5757.0,3648.0,2109.0,5757.0,0.0,Espèces
V00469,20250308,2025-03-08,CL017,PR008,COM001,VIL007,3,880.0,1980.0,1418.0,562.0,1980.0,0.0,Mobile Money
V00023,20250308,2025-03-08,CL004,PR006,COM005,VIL001,5,740.0,4995.0,3308.0,1687.0,4995.0,0.0,Espèces
V01106,20250308,2025-03-08,CL016,PR007,COM001,VIL006,2,1810.0,2824.0,1919.0,905.0,2259.0,565.0,Crédit
V00564,20250308,2025-03-08,CL015,PR012,COM006,VIL006,2,2800.0,4368.0,2948.0,1420.0,4368.0,0.0,Mobile Money
V00912,20250308,2025-03-08,CL001,PR015,COM004,VIL001,5,990.0,6682.0,4388.0,2294.0,6682.0,0.0,Mobile Money
V01432,20250309,2025-03-09,CL014,PR002,COM005,VIL005,20,15460.0,247360.0,192640.0,54720.0,160784.0,86576.0,Crédit
V01345,20250310,2025-03-10,CL010,PR006,COM007,VIL004,10,750.0,6750.0,4140.0,2610.0,6750.0,0.0,Crédit
V01326,20250310,2025-03-10,CL017,PR006,COM005,VIL007,6,750.0,3375.0,2160.0,1215.0,3375.0,0.0,Espèces
V00253,20250310,2025-03-10,CL013,PR003,COM007,VIL005,3,18140.0,43536.0,31848.0,11688.0,43536.0,0.0,Virement
V01178,20250311,2025-03-11,CL018,PR011,COM003,VIL007,40,1120.0,33600.0,24600.0,9000.0,26880.0,6720.0,Crédit
V00072,20250311,2025-03-11,CL008,PR008,COM001,VIL003,30,890.0,25365.0,17100.0,8265.0,12682.0,12683.0,Crédit
V00888,20250312,2025-03-12,CL020,PR003,COM008,VIL008,15,17580.0,145035.0,108158.0,36877.0,145035.0,0.0,Espèces
V00523,20250312,2025-03-12,CL014,PR013,COM006,VIL005,2,2520.0,4032.0,2784.0,1248.0,4032.0,0.0,Espèces
V01115,20250312,2025-03-12,CL003,PR005,COM005,VIL001,10,1680.0,22680.0,16875.0,5805.0,14742.0,7938.0,Crédit
V01113,20250312,2025-03-12,CL004,PR003,COM006,VIL001,10,16730.0,225855.0,176175.0,49680.0,180684.0,45171.0,Crédit
V00543,20250313,2025-03-13,CL015,PR002,COM004,VIL006,15,15630.0,182871.0,136890.0,45981.0,182871.0,0.0,Espèces
V00993,20250313,2025-03-13,CL019,PR003,COM002,VIL008,2,18260.0,20086.0,14509.0,5577.0,13056.0,7030.0,Crédit
V00052,20250313,2025-03-13,CL018,PR003,COM001,VIL007,2,16830.0,25245.0,19980.0,5265.0,25245.0,0.0,Espèces
V00398,20250313,2025-03-13,CL018,PR015,COM005,VIL007,2,1020.0,1530.0,975.0,555.0,1224.0,306.0,Crédit
V00102,20250314,2025-03-14,CL015,PR002,COM008,VIL006,2,15370.0,23977.0,18252.0,5725.0,23977.0,0.0,Virement
V00838,20250314,2025-03-14,CL017,PR009,COM005,VIL007,1,2200.0,1650.0,1125.0,525.0,1650.0,0.0,Espèces
V00426,20250314,2025-03-14,CL003,PR015,COM001,VIL001,5,970.0,6548.0,4252.0,2296.0,3274.0,3274.0,Crédit
V00009,20250315,2025-03-15,CL018,PR010,COM003,VIL007,1,3170.0,2378.0,1778.0,600.0,2378.0,0.0,Mobile Money
V00664,20250315,2025-03-15,CL019,PR015,COM007,VIL008,8,1030.0,4532.0,2860.0,1672.0,4532.0,0.0,Mobile Money
V00224,20250315,2025-03-15,CL015,PR012,COM001,VIL006,8,2840.0,17722.0,12168.0,5554.0,17722.0,0.0,Mobile Money
V00872,20250315,2025-03-15,CL017,PR002,COM006,VIL007,3,16170.0,36382.0,27068.0,9314.0,36382.0,0.0,Espèces
V01364,20250315,2025-03-15,CL013,PR015,COM002,VIL005,30,1030.0,24720.0,14880.0,9840.0,24720.0,0.0,Espèces
V00339,20250315,2025-03-15,CL005,PR013,COM007,VIL002,3,2530.0,8349.0,5544.0,2805.0,8349.0,0.0,Espèces
V00653,20250315,2025-03-15,CL018,PR007,COM003,VIL007,3,1880.0,4230.0,2722.0,1508.0,2750.0,1480.0,Crédit
V01085,20250315,2025-03-15,CL008,PR008,COM004,VIL003,6,910.0,5187.0,3534.0,1653.0,5187.0,0.0,Crédit
V01474,20250317,2025-03-17,CL020,PR003,COM001,VIL008,1,17860.0,9823.0,7282.0,2541.0,9823.0,0.0,Espèces
V00735,20250318,2025-03-18,CL012,PR005,COM004,VIL004,2,1690.0,3042.0,2232.0,810.0,1521.0,1521.0,Crédit
V01072,20250318,2025-03-18,CL019,PR012,COM006,VIL008,8,2800.0,12320.0,8712.0,3608.0,12320.0,0.0,Espèces
V00142,20250320,2025-03-20,CL002,PR007,COM001,VIL001,2,1770.0,4779.0,3294.0,1485.0,3106.0,1673.0,Crédit
V01395,20250320,2025-03-20,CL006,PR008,COM005,VIL002,4,920.0,4048.0,2772.0,1276.0,4048.0,0.0,Crédit
V00964,20250321,2025-03-21,CL012,PR006,COM003,VIL004,3,730.0,1971.0,1296.0,675.0,986.0,985.0,Crédit
V00903,20250321,2025-03-21,CL015,PR008,COM006,VIL006,10,920.0,7176.0,4602.0,2574.0,7176.0,0.0,Mobile Money
V01355,20250322,2025-03-22,CL015,PR008,COM004,VIL006,20,900.0,14040.0,9828.0,4212.0,14040.0,0.0,Espèces
V01257,20250323,2025-03-23,CL018,PR005,COM003,VIL007,1,1750.0,1312.0,960.0,352.0,853.0,459.0,Crédit
V00363,20250323,2025-03-23,CL017,PR001,COM008,VIL007,6,18340.0,82530.0,63810.0,18720.0,82530.0,0.0,Espèces
V00032,20250324,2025-03-24,CL001,PR005,COM002,VIL001,1,1780.0,2403.0,1660.0,743.0,2403.0,0.0,Virement
V00976,20250324,2025-03-24,CL009,PR011,COM005,VIL003,3,1220.0,3477.0,2366.0,1111.0,1738.0,1739.0,Crédit
V00078,20250324,2025-03-24,CL016,PR013,COM002,VIL006,6,2400.0,11232.0,8330.0,2902.0,7301.0,3931.0,Crédit
V00567,20250325,2025-03-25,CL015,PR007,COM005,VIL006,15,1800.0,21060.0,14508.0,6552.0,21060.0,0.0,Mobile Money
V00412,20250325,2025-03-25,CL018,PR015,COM005,VIL007,2,970.0,1455.0,960.0,495.0,1455.0,0.0,Espèces
V00626,20250326,2025-03-26,CL006,PR012,COM006,VIL002,6,2760.0,18216.0,12804.0,5412.0,11840.0,6376.0,Crédit
V00486,20250326,2025-03-26,CL016,PR001,COM001,VIL006,10,18680.0,145704.0,110838.0,34866.0,145704.0,0.0,Virement
V01479,20250326,2025-03-26,CL006,PR014,COM002,VIL002,12,1520.0,20064.0,12936.0,7128.0,10032.0,10032.0,Crédit
V00326,20250326,2025-03-26,CL019,PR012,COM004,VIL008,15,2750.0,22688.0,15758.0,6930.0,22688.0,0.0,Virement
V01112,20250326,2025-03-26,CL019,PR008,COM002,VIL008,12,880.0,5808.0,4158.0,1650.0,5808.0,0.0,Mobile Money
V00637,20250327,2025-03-27,CL011,PR009,COM004,VIL004,12,2200.0,23760.0,16416.0,7344.0,23760.0,0.0,Espèces
V01291,20250327,2025-03-27,CL019,PR002,COM006,VIL008,2,15030.0,16533.0,13002.0,3531.0,16533.0,0.0,Virement
V01386,20250327,2025-03-27,CL004,PR011,COM007,VIL001,20,1180.0,31860.0,22140.0,9720.0,15930.0,15930.0,Crédit
V01288,20250327,2025-03-27,CL002,PR013,COM005,VIL001,3,2520.0,10206.0,7047.0,3159.0,8165.0,2041.0,Crédit
V00148,20250327,2025-03-27,CL014,PR013,COM001,VIL005,10,2570.0,20560.0,14400.0,6160.0,10280.0,10280.0,Crédit
V00566,20250328,2025-03-28,CL011,PR004,COM006,VIL004,12,7610.0,82188.0,59400.0,22788.0,78079.0,4109.0,Mobile Money
V00719,20250328,2025-03-28,CL006,PR011,COM001,VIL002,25,1130.0,31075.0,22275.0,8800.0,20199.0,10876.0,Crédit
V00327,20250328,2025-03-28,CL003,PR003,COM002,VIL001,4,17630.0,95202.0,71280.0,23922.0,95202.0,0.0,Espèces
V00510,20250328,2025-03-28,CL013,PR006,COM003,VIL005,3,750.0,1800.0,1176.0,624.0,1800.0,0.0,Crédit
V01308,20250328,2025-03-28,CL007,PR012,COM008,VIL002,4,2830.0,12452.0,8316.0,4136.0,12452.0,0.0,Mobile Money
V00593,20250329,2025-03-29,CL017,PR015,COM001,VIL007,12,1040.0,9360.0,5670.0,3690.0,7488.0,1872.0,Crédit
V00832,20250329,2025-03-29,CL018,PR004,COM007,VIL007,8,7110.0,42660.0,32220.0,10440.0,42660.0,0.0,Mobile Money
V00189,20250329,2025-03-29,CL019,PR001,COM001,VIL008,2,17730.0,19503.0,15411.0,4092.0,19503.0,0.0,Espèces
V01047,20250329,2025-03-29,CL016,PR007,COM002,VIL006,3,1830.0,4282.0,2738.0,1544.0,4282.0,0.0,Crédit
V01265,20250329,2025-03-29,CL005,PR009,COM003,VIL002,8,2110.0,18568.0,13112.0,5456.0,18568.0,0.0,Espèces
V00384,20250329,2025-03-29,CL017,PR014,COM002,VIL007,6,1560.0,7020.0,4455.0,2565.0,7020.0,0.0,Virement
V00854,20250329,2025-03-29,CL010,PR006,COM004,VIL004,4,760.0,2736.0,1692.0,1044.0,1368.0,1368.0,Crédit
V00097,20250329,2025-03-29,CL014,PR003,COM008,VIL005,2,17870.0,28592.0,21216.0,7376.0,28592.0,0.0,Mobile Money
V01402,20250330,2025-03-30,CL017,PR002,COM002,VIL007,10,15280.0,114600.0,87975.0,26625.0,114600.0,0.0,Virement
V01251,20250330,2025-03-30,CL005,PR007,COM008,VIL002,4,1840.0,8096.0,5368.0,2728.0,5262.0,2834.0,Crédit
V01124,20250330,2025-03-30,CL019,PR004,COM007,VIL008,4,7700.0,16940.0,12430.0,4510.0,16093.0,847.0,Espèces
V01454,20250331,2025-03-31,CL009,PR011,COM006,VIL003,8,1210.0,9196.0,6156.0,3040.0,4598.0,4598.0,Crédit
V00857,20250331,2025-03-31,CL009,PR006,COM006,VIL003,12,750.0,8550.0,5472.0,3078.0,8550.0,0.0,Espèces
V00119,20250331,2025-03-31,CL003,PR001,COM006,VIL001,3,18120.0,73386.0,57875.0,15511.0,73386.0,0.0,Espèces
V01013,20250331,2025-03-31,CL020,PR011,COM008,VIL008,20,1170.0,12870.0,9130.0,3740.0,12870.0,0.0,Virement
V01107,20250331,2025-03-31,CL011,PR002,COM004,VIL004,10,15440.0,138960.0,103230.0,35730.0,138960.0,0.0,Espèces
V00989,20250331,2025-03-31,CL011,PR007,COM007,VIL004,40,1790.0,64440.0,43920.0,20520.0,64440.0,0.0,Virement
V00831,20250331,2025-03-31,CL002,PR014,COM005,VIL001,5,1510.0,10192.0,6480.0,3712.0,10192.0,0.0,Espèces
V00315,20250331,2025-03-31,CL018,PR007,COM006,VIL007,3,1840.0,4140.0,2768.0,1372.0,2691.0,1449.0,Crédit
V00925,20250401,2025-04-01,CL007,PR010,COM003,VIL002,3,3120.0,10502.0,8078.0,2424.0,8402.0,2100.0,Crédit
V00508,20250401,2025-04-01,CL004,PR013,COM007,VIL001,12,2490.0,41145.0,29082.0,12063.0,41145.0,0.0,Espèces
V00483,20250402,2025-04-02,CL002,PR012,COM002,VIL001,12,2900.0,47920.0,32387.0,15533.0,31148.0,16772.0,Crédit
V00617,20250402,2025-04-02,CL020,PR001,COM003,VIL008,4,17670.0,39651.0,31281.0,8370.0,31721.0,7930.0,Crédit
V00568,20250402,2025-04-02,CL019,PR003,COM001,VIL008,5,17140.0,48078.0,37531.0,10547.0,38462.0,9616.0,Crédit
V01413,20250402,2025-04-02,CL010,PR006,COM006,VIL004,10,750.0,6885.0,4406.0,2479.0,6885.0,0.0,Virement
V01307,20250403,2025-04-03,CL006,PR012,COM004,VIL002,6,2860.0,19254.0,13195.0,6059.0,19254.0,0.0,Crédit
V00919,20250403,2025-04-03,CL006,PR001,COM005,VIL002,8,18010.0,161658.0,127818.0,33840.0,56580.0,105078.0,Crédit
V00696,20250403,2025-04-03,CL017,PR010,COM004,VIL007,4,3310.0,10129.0,7099.0,3030.0,8103.0,2026.0,Crédit
V00346,20250404,2025-04-04,CL013,PR012,COM007,VIL005,8,2860.0,18670.0,12599.0,6071.0,18670.0,0.0,Virement
V01425,20250404,2025-04-04,CL009,PR005,COM008,VIL003,6,1740.0,10116.0,7093.0,3023.0,10116.0,0.0,Virement
V00933,20250404,2025-04-04,CL004,PR011,COM003,VIL001,5,1220.0,8400.0,5508.0,2892.0,6720.0,1680.0,Crédit
V01179,20250405,2025-04-05,CL012,PR007,COM005,VIL004,8,1900.0,13954.0,8519.0,5435.0,13954.0,0.0,Mobile Money
V00380,20250406,2025-04-06,CL003,PR006,COM007,VIL001,25,750.0,25819.0,16868.0,8951.0,25819.0,0.0,Espèces
V00211,20250406,2025-04-06,CL007,PR015,COM003,VIL002,4,950.0,4264.0,3007.0,1257.0,4264.0,0.0,Espèces
V01297,20250406,2025-04-06,CL018,PR007,COM007,VIL007,5,1870.0,7153.0,4705.0,2448.0,7153.0,0.0,Mobile Money
V00209,20250407,2025-04-07,CL005,PR007,COM007,VIL002,2,1780.0,3994.0,2603.0,1391.0,3994.0,0.0,Virement
V01459,20250407,2025-04-07,CL011,PR002,COM005,VIL004,1,15540.0,14266.0,10988.0,3278.0,14266.0,0.0,Virement
V00292,20250408,2025-04-08,CL018,PR007,COM008,VIL007,10,1860.0,14229.0,9410.0,4819.0,9249.0,4980.0,Crédit
V01261,20250408,2025-04-08,CL003,PR004,COM001,VIL001,25,7200.0,247860.0,191059.0,56801.0,247860.0,0.0,Crédit
V00618,20250408,2025-04-08,CL011,PR007,COM004,VIL004,2,1740.0,3195.0,2203.0,992.0,3195.0,0.0,Mobile Money
V00206,20250408,2025-04-08,CL018,PR011,COM002,VIL007,4,1150.0,3519.0,2417.0,1102.0,3519.0,0.0,Virement
V01429,20250408,2025-04-08,CL004,PR012,COM001,VIL001,3,2740.0,11319.0,8097.0,3222.0,11319.0,0.0,Espèces
V00890,20250409,2025-04-09,CL018,PR013,COM007,VIL007,3,2530.0,5806.0,3924.0,1882.0,5806.0,0.0,Espèces
V01011,20250409,2025-04-09,CL004,PR006,COM004,VIL001,3,760.0,3140.0,1983.0,1157.0,2041.0,1099.0,Crédit
V00744,20250409,2025-04-09,CL003,PR007,COM008,VIL001,5,1810.0,12462.0,7987.0,4475.0,12462.0,0.0,Mobile Money
V01123,20250409,2025-04-09,CL003,PR015,COM002,VIL001,15,960.0,19829.0,13632.0,6197.0,19829.0,0.0,Espèces
V00509,20250409,2025-04-09,CL016,PR001,COM006,VIL006,8,16960.0,107947.0,90953.0,16994.0,107947.0,0.0,Espèces
V00779,20250409,2025-04-09,CL008,PR015,COM004,VIL003,10,1000.0,9690.0,6202.0,3488.0,6298.0,3392.0,Crédit
V00216,20250410,2025-04-10,CL018,PR004,COM005,VIL007,10,7410.0,56686.0,41846.0,14840.0,36846.0,19840.0,Crédit
V01322,20250411,2025-04-11,CL017,PR007,COM006,VIL007,6,1820.0,8354.0,5278.0,3076.0,8354.0,0.0,Espèces
V00505,20250411,2025-04-11,CL016,PR001,COM007,VIL006,10,18320.0,145754.0,110827.0,34927.0,145754.0,0.0,Mobile Money
V00143,20250411,2025-04-11,CL009,PR007,COM008,VIL003,40,1810.0,70156.0,46124.0,24032.0,70156.0,0.0,Virement
V01491,20250411,2025-04-11,CL010,PR003,COM001,VIL004,5,17830.0,81840.0,58706.0,23134.0,53196.0,28644.0,Crédit
V00281,20250411,2025-04-11,CL001,PR002,COM007,VIL001,8,15590.0,171739.0,131201.0,40538.0,60109.0,111630.0,Crédit
V00111,20250412,2025-04-12,CL016,PR009,COM001,VIL006,3,2230.0,5323.0,3556.0,1767.0,5323.0,0.0,Espèces
V00413,20250412,2025-04-12,CL001,PR004,COM001,VIL001,5,7370.0,50742.0,37730.0,13012.0,40594.0,10148.0,Crédit
V00950,20250412,2025-04-12,CL004,PR003,COM002,VIL001,3,17420.0,71962.0,53910.0,18052.0,25187.0,46775.0,Crédit
V01192,20250412,2025-04-12,CL013,PR006,COM005,VIL005,10,750.0,6120.0,3998.0,2122.0,6120.0,0.0,Virement
V00039,20250412,2025-04-12,CL015,PR005,COM007,VIL006,2,1730.0,2753.0,2021.0,732.0,2753.0,0.0,Espèces
V00314,20250413,2025-04-13,CL010,PR004,COM005,VIL004,6,7430.0,40924.0,30790.0,10134.0,40924.0,0.0,Mobile Money
V01028,20250413,2025-04-13,CL019,PR007,COM003,VIL008,8,1820.0,8168.0,5430.0,2738.0,7760.0,408.0,Mobile Money
